lambda_sparse,lambda_magnitude,num_neurons,margin,alter_success_rate,preserve_violation_rate,alter_states_changed,preserve_states_violated,objective_initial,objective_final,objective_improvement,l0_norm,l1_norm,l2_norm,linf_norm,iterations,function_evals,execution_time,success,l1_penalty,l2_penalty,total_regularization,efficiency,sparsity_ratio
0.0,0.001,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.1952379838408887,0.014898072105461402,2.0,1.1125690715018388,0.7946421551677276,0.63550317414612,0,1000,0.20559263229370117,False,0.0,0.0006314561547696109,0.0006314561547696109,0.07246403696110389,0.00390625
0.0,0.001,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.34523803447230245,0.014898057236834517,2.0,1.112569037403495,0.7946421346966811,0.63550317414612,0,1000,0.24000215530395508,False,0.0,0.0006314561222352982,0.0006314561222352982,0.06207468102928743,0.001953125
0.0,0.001,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6452379271839419,0.014898057236834461,2.0,1.112569037403543,0.7946421346967195,0.6355031741461679,0,1000,0.24619698524475098,False,0.0,0.0006314561222353593,0.0006314561222353593,0.06051275251004356,0.001953125
0.001,0.001,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.19546908416808742,0.014666971778262677,2.0,0.6183112492428616,0.494211728640144,0.4720832653938689,0,1000,0.19348788261413574,False,0.0006183112492428617,0.0002442452327254794,0.0008625564819683411,0.07580305071358068,0.00390625
0.001,0.001,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6454690274521231,0.014666956968653277,2.0,0.6183111935385945,0.49421169237280094,0.4720832353859963,0,1000,0.23699688911437988,False,0.0006183111935385945,0.00024424519687798806,0.0008625563904165825,0.061886706713583414,0.001953125
0.001,0.001,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3454691348068935,0.014666956902243455,2.0,0.6183112449212227,0.4942117075759581,0.47208323538599645,0,1000,0.23442625999450684,False,0.0006183112449212227,0.00024424521190514434,0.0008625564568263671,0.06256533249554525,0.001953125
0.0,0.01,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.19686551277166597,0.013270543174684124,3.0,0.5367122173184632,0.4752878165435007,0.4708144501860432,0,1000,0.20302915573120117,False,0.0,0.002258985085546884,0.002258985085546884,0.0653627461873188,0.005859375
0.0,0.01,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6468654817737285,0.013270502647047877,3.0,0.536715619356817,0.47529051242602277,0.47081717411263585,0,1000,0.2352299690246582,False,0.0,0.002259010712021913,0.002259010712021913,0.05641501676878929,0.0029296875
0.0,0.01,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3468655891317577,0.013270502577379273,3.0,0.5367156729066053,0.4752905197550787,0.47081717411263585,0,1000,0.2383742332458496,False,0.0,0.0022590107816905284,0.0022590107816905284,0.05567087682540172,0.0029296875
0.001,0.01,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.19730681135633132,0.012829244590018773,3.0,0.4863996481604852,0.4705192899395026,0.4703018843661316,0,1000,0.19395089149475098,False,0.00048639964816048523,0.002213884022051737,0.002700283670212222,0.06614687094833993,0.005859375
0.001,0.01,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3473068611511809,0.01282923055795604,3.0,0.4863995357223156,0.4705192095325617,0.4703018049178276,0,1000,0.24438929557800293,False,0.0004863995357223156,0.0022138832653914673,0.002700282801113783,0.052495059276691076,0.0029296875
0.001,0.01,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.647306753947672,0.012829230473104358,3.0,0.48639960183560554,0.47051921152381193,0.4703018049178337,0,1000,0.24281978607177734,False,0.00048639960183560554,0.0022138832841298965,0.002700282885965502,0.05283437021607476,0.0029296875
0.01,0.0,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.19932364491360152,0.010812411032748576,1.0,0.4717117227482433,0.4717117227482433,0.4717117227482433,0,1000,0.19126582145690918,False,0.004717117227482433,0.0,0.004717117227482433,0.05653080592438484,0.001953125
0.01,0.0,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3493236942695215,0.010812397439615484,1.0,0.47171159194543416,0.47171159194543416,0.47171159194543416,0,1000,0.38559484481811523,False,0.004717115919454342,0.0,0.004717115919454342,0.02804082467626268,0.0009765625
0.01,0.0,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6493235869811609,0.010812397439615484,1.0,0.47171159194543416,0.47171159194543416,0.47171159194543416,0,1000,0.2375349998474121,False,0.004717115919454342,0.0,0.004717115919454342,0.045519175896441194,0.0009765625
0.01,0.001,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.19954138047868308,0.010594675467667014,3.0,0.47128048570665126,0.4708400021544764,0.4708397979373049,0,1000,0.1950380802154541,False,0.0047128048570665125,0.00022169030762882736,0.0049344951646953395,0.05432106107670522,0.005859375
0.01,0.001,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3495414327503479,0.010594658958789083,3.0,0.4712806571805068,0.47083988850459696,0.470839684287107,0,1000,0.23951125144958496,False,0.0047128065718050685,0.0002216902006070213,0.00493449677241209,0.0442344937645619,0.0029296875
0.01,0.001,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6495413254619874,0.010594658958788972,3.0,0.4712806571805163,0.47083988850462355,0.4708396842871336,0,1000,0.24167585372924805,False,0.004712806571805163,0.00022169020060704633,0.00493449677241221,0.043838301573388784,0.0029296875
0.01,0.01,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.20132007928972953,0.008815976656620567,3.0,0.47863977122246704,0.4384093853848368,0.4363675661420614,0,1000,0.19060921669006348,False,0.00478639771222467,0.0019220278919351037,0.006708425604159774,0.04625157591909954,0.005859375
0.01,0.01,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6513200518953912,0.00881593252538515,3.0,0.4786557641883076,0.43840807493025397,0.436367310363776,0,1000,0.232086181640625,False,0.004786557641883076,0.0019220164016405118,0.006708574043523588,0.03798559855250764,0.0029296875
0.01,0.01,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.35132015918375187,0.008815932525385095,3.0,0.4786557641883088,0.4384080749302542,0.436367310363776,0,1000,0.23543715476989746,False,0.004786557641883088,0.0019220164016405137,0.0067085740435236015,0.03744495015666186,0.0029296875
0.001,0.0,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.20167455762404002,0.00846149832231008,2.0,7.068029937920953,6.608730016368617,6.591529386553475,0,1000,0.1960761547088623,False,0.007068029937920953,0.0,0.007068029937920953,0.043154142505874196,0.00390625
0.001,0.0,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6516745009583554,0.008461483462420927,2.0,7.06802989664893,6.608730013392703,6.591529386553333,0,1000,0.23461413383483887,False,0.00706802989664893,0.0,0.00706802989664893,0.036065531620433196,0.001953125
0.001,0.0,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.35167460824671615,0.008461483462420816,2.0,7.068029896648985,6.608730013392663,6.591529386553285,0,1000,0.2396087646484375,False,0.007068029896648986,0.0,0.007068029896648986,0.03531374770382797,0.001953125
0.0,0.1,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.20235242756748667,0.0077836283788634275,6.0,0.46361916471676007,0.26141822461917436,0.22045632740249205,0,1000,0.19263291358947754,False,0.0,0.0068339488163041105,0.0068339488163041105,0.04040653403317783,0.01171875
0.0,0.1,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3523525515217565,0.007783540187380478,6.0,0.4636246629114935,0.26141962639836097,0.2204567019545836,0,1000,0.2506880760192871,False,0.0,0.006834022106625863,0.006834022106625863,0.03104870527141322,0.005859375
0.001,0.1,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3528122538766366,0.007323837832500346,5.0,0.44971624061607884,0.2583411653993712,0.22074674143832343,0,1000,0.24329209327697754,False,0.00044971624061607883,0.006674015773990526,0.007123732014606605,0.030103065553233877,0.0048828125
0.001,0.1,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.20281222786085024,0.007323828085499862,5.0,0.4497121052061094,0.25834172248326764,0.22074867216972463,0,1000,0.3141140937805176,False,0.0004497121052061094,0.006674044557562167,0.007123756662768276,0.023315821322609214,0.009765625
0.001,0.1,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6528121946054694,0.0073237898153070136,5.0,0.44971796252223223,0.258342061408469,0.22074643042455963,0,1000,0.23751497268676758,False,0.00044971796252223225,0.006674062069277717,0.0071237800317999495,0.0308350658169477,0.0048828125
0.0,0.1,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6533920715564941,0.00674391286428222,4.0,0.36166788102811037,0.2407218109063504,0.22046311706075045,0,1000,0.25713515281677246,False,0.0,0.005794699024603271,0.005794699024603271,0.026227113603124304,0.00390625
0.01,0.1,8,0.05,0.3333333333333333,0.2,1/3,1/5,0.2101360559463501,0.20540177154079758,0.0047342844055525135,3.0,0.27765254097279307,0.1793408099332824,0.1373816107699994,0,1000,0.26437807083129883,False,0.0027765254097279306,0.0032163126107525725,0.005992838020480503,0.017907250743854197,0.005859375
0.01,0.1,16,0.2,0.3333333333333333,0.2,1/3,1/5,0.6601359844207764,0.6554039130846824,0.00473207133609399,3.0,0.2775935718187187,0.17937532577883677,0.1373767549296357,0,1000,0.23813867568969727,False,0.002775935718187187,0.003217550749826383,0.00599348646801357,0.019871074374580126,0.0029296875
0.01,0.1,16,0.1,0.3333333333333333,0.2,1/3,1/5,0.36013609170913696,0.3554040207087076,0.004732071000429383,3.0,0.27759358081913565,0.17937533262650454,0.13737676385524025,0,1000,0.23480486869812012,False,0.0027759358081913565,0.0032175509954869147,0.005993486803678271,0.020153206475940797,0.0029296875
0.0,1.0,16,0.05,0.3333333333333333,0.0,1/3,0/5,0.1947079300880432,0.19223907921192643,0.002468850876116785,6.0,0.09979051654677625,0.049713383524426315,0.03147814116797562,0,1000,0.24749994277954102,False,0.0,0.0024714205014467017,0.0024714205014467017,0.009975157361211587,0.005859375
0.0,1.0,12,0.1,0.3333333333333333,0.0,1/3,0/5,0.3447079658508301,0.34223911728128376,0.0024688485695463225,6.0,0.09978291439752997,0.04970861063094528,0.031470725590479164,0,1000,0.21412992477416992,False,0.0,0.0024709459708589262,0.0024709459708589262,0.011529675603024985,0.0078125
0.0,1.0,12,0.2,0.3333333333333333,0.0,1/3,0/5,0.6447078585624695,0.6422390099929242,0.0024688485695453233,6.0,0.09978291439752857,0.0497086106309552,0.03147072559052831,0,1000,0.2867429256439209,False,0.0,0.002470945970859912,0.002470945970859912,0.008609972029828399,0.0078125
0.001,1.0,12,0.1,0.3333333333333333,0.0,1/3,0/5,0.3447079658508301,0.34233756891632533,0.002370396934504748,5.0,0.09745515721687276,0.04875257363075442,0.030952948139918668,0,1000,0.21081995964050293,False,9.745515721687276e-05,0.0023768134356221314,0.0024742685928390044,0.011243702629233144,0.006510416666666667
0.001,1.0,12,0.2,0.3333333333333333,0.0,1/3,0/5,0.6447078585624695,0.6423374616279836,0.00237039693448593,5.0,0.09745515721964784,0.0487525736309193,0.03095294813991901,0,1000,0.22048616409301758,False,9.745515721964784e-05,0.002376813435638208,0.0024742685928578556,0.010750774064380379,0.006510416666666667
0.001,1.0,16,0.05,0.3333333333333333,0.0,1/3,0/5,0.1947079300880432,0.19233761347979053,0.0023703166082526816,5.0,0.09729725906361247,0.048696299799153346,0.03099691713413708,0,1000,0.23601198196411133,False,9.729725906361248e-05,0.002371329614129022,0.0024686268731926348,0.010043204537865873,0.0048828125
0.01,1.0,12,0.2,0.3333333333333333,0.0,1/3,0/5,0.6447078585624695,0.6431218255364578,0.0015860330260116795,4.0,0.07794409772077181,0.03986221461991134,0.026573128437724237,0,1000,0.22391796112060547,False,0.0007794409772077181,0.0015889961544038732,0.0023684371316115916,0.007083098729884465,0.005208333333333333
0.01,1.0,12,0.1,0.3333333333333333,0.0,1/3,0/5,0.3447079658508301,0.34312193282481906,0.0015860330260110134,4.0,0.077944097720789,0.03986221461991776,0.026573128437722936,0,1000,0.2126760482788086,False,0.0007794409772078901,0.0015889961544043854,0.0023684371316122755,0.007457506563841154,0.005208333333333333
0.01,1.0,16,0.05,0.3333333333333333,0.0,1/3,0/5,0.1947079300880432,0.1931218984658482,0.0015860316221950055,4.0,0.07794411107572712,0.039862230553131504,0.026573167606354232,0,1000,0.2365860939025879,False,0.0007794411107572712,0.0015889974246710108,0.002368438535428282,0.006703824371216168,0.00390625
0.0,1.0,8,0.05,0.3333333333333333,0.0,1/3,0/5,0.2101360559463501,0.20888671764152408,0.0012493383048260143,6.0,0.06089663570586573,0.030561327432848017,0.018789915934086746,0,1000,0.20337200164794922,False,0.0,0.0009339947344577488,0.0009339947344577488,0.00614311849567525,0.01171875
0.0,1.0,16,0.2,0.3333333333333333,0.0,1/3,0/5,0.6601359844207764,0.6588867605094584,0.001249223911317987,6.0,0.06166913695327282,0.03092260580895802,0.0189397215784361,0,1000,0.24214911460876465,False,0.0,0.0009562075500162044,0.0009562075500162044,0.0051589034853021555,0.005859375
0.0,1.0,16,0.1,0.3333333333333333,0.0,1/3,0/5,0.36013609170913696,0.35888689071734475,0.0012492009917922098,6.0,0.060836806369149746,0.030468598520232707,0.018564591404974712,0,1000,0.2488999366760254,False,0.0,0.0009283354957871267,0.0009283354957871267,0.005018888347160177,0.005859375
0.001,1.0,16,0.2,0.3333333333333333,0.0,1/3,0/5,0.6601359844207764,0.6589463337007488,0.0011896507200275241,5.0,0.0581024721170499,0.029495759639736545,0.01821037394516769,0,1000,0.24090814590454102,False,5.81024721170499e-05,0.0008699998367251113,0.0009281023088421611,0.004938192170965107,0.0048828125
0.001,1.0,16,0.1,0.3333333333333333,0.0,1/3,0/5,0.36013609170913696,0.35894646793063617,0.0011896237785007924,5.0,0.05805840870121906,0.029457533171013853,0.01818038528024306,0,1000,0.23516607284545898,False,5.805840870121906e-05,0.0008677462605213815,0.0009258046692226005,0.005058653929568157,0.0048828125
0.001,1.0,8,0.05,0.3333333333333333,0.0,1/3,0/5,0.2101360559463501,0.20894643429241855,0.0011896216539315496,5.0,0.058489194154870215,0.02968435241648437,0.018330194590088753,0,1000,0.19409823417663574,False,5.8489194154870216e-05,0.0008811607783860414,0.0009396499725409116,0.006128966906772346,0.009765625
0.01,1.0,8,0.05,0.3333333333333333,0.0,1/3,0/5,0.2101360559463501,0.20945064455921575,0.0006854113871343492,4.0,0.04947688346703584,0.026119751338945254,0.017256489702772358,0,1000,0.19333195686340332,False,0.0004947688346703584,0.0006822414100083324,0.0011770102446786908,0.003545256553827878,0.0078125
0.01,1.0,16,0.2,0.3333333333333333,0.0,1/3,0/5,0.6601359844207764,0.6594847819910454,0.0006512024297309349,3.0,0.032174860646491166,0.019570258756578366,0.015270344530900756,0,1000,0.24199604988098145,False,0.00032174860646491167,0.0003829950277994322,0.0007047436342643438,0.002690963055187097,0.0029296875
0.01,1.0,16,0.1,0.3333333333333333,0.0,1/3,0/5,0.36013609170913696,0.3594851561274137,0.0006509355817232443,3.0,0.03220845915498387,0.019597407455400565,0.015350614368208152,0,1000,0.2389519214630127,False,0.00032208459154983867,0.00038405837897298966,0.0007061429705228283,0.0027241278401856353,0.0029296875
0.001,0.001,8,0.1,0.3333333333333333,0.0,1/3,0/5,0.4224089980125427,0.4223960345694299,1.2963443112801176e-05,2.0,0.0024384121668665527,0.0024383180238982103,0.0024383180220807193,0,1000,0.20257091522216797,False,2.438412166866553e-06,5.945394785666873e-09,2.44435756165222e-06,6.39945922077887e-05,0.00390625
